name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
"Bachelor of Arts International Scholarship, University of Melbourne 2020",Undergraduate degree applicants,Australia,Always Open,Up to 50% fee remission,"The University of Melbourne is offering Bachelor of Arts International Scholarship 2020 for international students enrolled in the first semester of Bachelor of Arts program in areas like history, philosophy, political and social studies, language, literature or cultural studies. Approximately 23 awards will be given to the selected students that comprise 25% or 50%  fee remission or an AUD 5,000 bursary.",Null,Null,https://www.unimelb.edu.au/,other,"{'Original website': 'https://www.unimelb.edu.au/', 'Latest scholarship link': 'https://scholarships.unimelb.edu.au/awards/bachelor-of-arts-international-scholarship'}",Ph No: +(61 3) 9035 5511
Hans Böckler Foundation PhD Scholarship 2020,PhD applicants,Germany,Always Open,"EUR 1,350 per month and other benefits","Hans Böckler Foundation invites applications for Hans Böckler Foundation PhD Scholarship 2020 from doctoral students. The purpose of this scholarship is to award the outstanding research students for their commitment to socio-political issues or labour unions. The selected scholars would be able to receive a payment of EUR 1,350 per month and research cost allowance, family and child allowance, and comprehensive non-material support as well.",bewerbung@boeckler.de,Null,https://www.daad.de/de/,other,"{'Apply online link': 'https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=10000134', 'Original website': 'https://www.daad.de/de/'}","Hans Böckler Foundation
Hans-Böckler-Straße 39
40476 Düsseldorf
Germany
Phone: 0211/7778-227
Email: bewerbung@boeckler.de"
"End-of-Study Scholarship for International Student 2020, Germany",Students of Bachelor or Master degree,Germany,Always Open,Up to EUR 400 per month,"Technische Hochschule Köln – TH Köln, Germany is inviting applications for End-of-Study Scholarship from students who are already at the end of their studies. The aim of the scholarship is to offer financial support to international students during the preparation of their final thesis so that they can fully concentrate on their final degree. Successful candidates will receive a compensation of up to EUR 400 per month.",lis.ohlsen@th-koeln.de,+49 221-8275-0,https://www.th-koeln.de,other,"{'here': 'https://www.th-koeln.de/en/international_office/end-of-study-scholarship_54273.php#sprungmarke_1_11', 'Latest scholarship link': 'https://www.th-koeln.de/en/international_office/end-of-study-scholarship_54273.php#sprungmarke_1_11', 'Others': 'https://www.th-koeln.de/en/international_office/faqs---end-of-study-scholarships_63668.php', 'Original website': 'https://www.th-koeln.de'}","Department of International Affairs of TH Köln
Lis Dagny Ohlsen,
Claudiusstr. 1, Room 55,
50678 Köln
Phone: +49 221-8275-0
Email: lis.ohlsen@th-koeln.de"
Acumen Fellowship Program 2020-21,Working professionals,Abroad,Always Open,Various benefits,"Acumen is inviting applications for its Acumen Fellowship Program 2020-21 from dedicated leaders who have an entrepreneurial mindset, attitude and approach towards tackling injustice or poverty. The selected cohort of fellows will go on a year-long training dedicated towards self-development and self-enhancement.",Null,Null,https://acumen.org/,other,"{'Latest scholarship link': 'https://acumen.org/wp-content/uploads/Acumen_Fellows_Applicant_Packet_2019.pdf', 'Apply online link': 'https://webportalapp.com/sp/login/acumen-submission-portal-en', 'Original website': 'https://acumen.org/', 'Others': 'https://acumen.org/fellowships/program-details/'}",T +91 (22) 6740-1500
Indian Institute of Science Raman Post-Doctoral Fellowship 2020,PhD degree holders,India,Always Open,INR  1 Lakh per month and research grant of INR 8 lakh per year,Indian Institute of Science (IISc) invites applications for Indian Institute of Science Raman Post-Doctoral Fellowship 2020 from PhD students. This fellowship is meant for motivated individuals with an established record of high-quality research. The selected fellows will receive a consolidated monthly stipend of INR 1 lakh and a research grant of INR 8 lakh per year.,registrar@iisc.ac.in,+91 80 2293 2228,https://www.iisc.ac.in/,monetary,"{'click here': 'https://www.iisc.ac.in/post-docs/', 'Apply online link': 'https://www.iisc.ac.in/wp-content/uploads/2018/12/Advt_Raman_Postdocs.pdf', 'Latest scholarship link': 'https://www.iisc.ac.in/post-docs/', 'Original website': 'https://www.iisc.ac.in/'}","Indian Institute of Science,
Bengaluru
Phone: +91 80 2293 2228
Email - registrar@iisc.ac.in"
"University of Reading IFP Ambassador Scholarship, UK",Students pursuing International Foundation Programme at University of Reading,United Kingdom,Always Open,"GBP 2,500","The University of Reading is inviting applications from students pursuing International Foundation Programme (IFP) for IFP Ambassador Scholarship, UK 2019. The selected students will get the tuition fee remittal of GBP 2,500.",Null,Null,https://www.reading.ac.uk,other,"{'Latest scholarship link': 'https://www.reading.ac.uk/ISLI/study-in-the-uk/ifp/isli-ifp-scholarships-and-discounts.aspx', 'Original website': 'https://www.reading.ac.uk', 'Apply online link': 'https://applicant.reading.ac.uk/Login.aspx'}",Null
University of Agricultural Sciences Post Doctoral Fellowship 2020,PhD graduates,India,Always Open,"Fellowship of INR 35,000 per month","University of Agricultural Sciences is inviting applications for University of Agricultural Sciences Post Doctoral Fellowship 2020 from PhD graduates. The fellowship provides research funding to young scientists to undertake independent research of innovative / commercialize / patentable nature in emerging and frontier areas of Agriculture and allied fields. The scheme is meant to pursue innovative ideas and provide a platform to undertake independent research. The selected fellows will receive a fellowship of INR 35,000 per month and other benefits.",developer@onemove.in,Null,http://postdoc.uasd.edu/home,monetary,"{'click here': 'http://postdoc.uasd.edu/', 'Latest scholarship link': 'http://postdoc.uasd.edu/', 'Apply online link': 'http://postdoc.uasd.edu/home'}","University of Agricultural Sciences
KRISHINAGAR, DHARWAD, - 580005,
(KARNATAKA - INDIA)
Email -
developer@onemove.in"
Prime Minister's Research Fellowship (PMRF) 2020,"BTech graduate, final year BTech, integrated MTech, integrated MSc students from IISc/ IITs/ NITs/ IISER/ IIITs",India,Always Open,"Stipend of up to INR 80,000 per month and other benefits","The Ministry of Human Resource Development, Government of India invites applications for Prime Minister's Research Fellowship (PMRF) 2020 from BTech, MTech, MSc or integrated MTech/MSc students. The aim of this fellowship is to promote technical research studies and attract the meritorious students to pursue doctoral programmes at leading institutions of India. Selected students will get admission in PhD programmes at IISc/IISERs/IITs and Central Universities with a fellowship of up to INR 80,000 per month and other additional benefits.",pmrfsupport@iitd.ac.in,Null,https://may2020.pmrf.in/,monetary,"{'click here': 'https://may2020.pmrf.in/index.php/guidelines/eligibility-and-application-procedure', 'Latest scholarship link': 'https://may2020.pmrf.in/index.php/guidelines/eligibility-and-application-procedure', 'Apply online link': 'https://may2020.pmrf.in/'}","Ministry of Human Resource Development
Government of India
Indian Institute of Technology Delhi
Hauz Khas, New Delhi-110 016, INDIA
Email
:
pmrfsupport@iitd.ac.in"
IIT Jodhpur Young Faculty Associateship 2020,Graduating PhD students,India,Always Open,"Consolidated salary of INR 75,000","Indian Institute of Technology Jodhpur invites applications for IIT Jodhpur Young Faculty Associateship 2020 from graduating PhD students. The positions are purely on contract/temporary basis. The selected candidates will receive a consolidated salary of INR 75,000.",Null,0291 280 1076,http://www.iitj.ac.in/,monetary,"{'click here': 'https://oa.iitj.ac.in/Advertisement/Advertisement_26.pdf', 'Original website': 'http://www.iitj.ac.in/', 'Apply online link': 'https://oa.iitj.ac.in/OA_REC_Faculty/', 'Latest scholarship link': 'https://oa.iitj.ac.in/Advertisement/Advertisement_26.pdf'}","Indian Institute of Technology Jodhpur
NH 65, Surpura Bypass Rd,
Karwar, Rajasthan 342037
Phone
:
0291 280 1076"
Education Scholarship Scheme for Wards of Soldiers who Die in Harness 2018-19,Wards of soldiers who died in harness,India,Always Open,Variable awards,The Education Scholarship Scheme for Wards of Soldiers who Die in Harness 2018-19 is an education grant initiative taken by Rehabilitation and Welfare Section Directorate of Indian Army Veterans (DIAV) a sub-part of the Indian Army to financially support the children of soldiers who died in Harness.,armyveteranscell@gmail.com,011-25674764,http://www.indianarmyveterans.gov.in/,other,"{'Others': 'http://www.indianarmyveterans.gov.in/showfile.php?lang=1&level=2&&sublinkid=719&lid=620', 'Apply online link': 'http://www.indianarmyveterans.gov.in/showfile.php?lang=1&level=2&&sublinkid=1376&lid=1028', 'Latest scholarship link': 'http://www.indianarmyveterans.gov.in/index1.php?lang=1&level=1&&sublinkid=590&lid=528', 'Original website': 'http://www.indianarmyveterans.gov.in/'}","Rehabilitation and Welfare Section,
Directorate of Indian Army Veterans (DIAV),
Adjutant General’s Branch, Integrated Headquarters of Ministry of Defence (Army)
Adjacent to Central Org ECHS, 104 Cavalry Road, Delhi Cantt -110010
Phone- 011-25674764
Email- armyveteranscell@gmail.com"
National Atmospheric Research Laboratory (NARL) Post Doctoral Fellowship 2020,PhD/ME/MTech degree holders,India,Always Open,"Up to INR 54,000 and other benefits","The National Atmospheric Research Laboratory, Andhra Pradesh invites applications for National Atmospheric Research Laboratory (NARL) Post Doctoral Fellowship 2020 from PhD/ME/MTech degree holders. The fellowship supports highly motivated young researchers with an established record of high-quality research and publications. The selected candidates will receive a fellowship up to INR 54,000 and other benefits.",pdf@narl.gov.in,Null,https://www.narl.gov.in/,monetary,"{'here': 'https://www.narl.gov.in/PDFs/RA_2019.pdf', 'Original website': 'https://www.narl.gov.in/', 'Apply online link': 'https://www.narl.gov.in/PDFs/RA_2019.pdf'}","Department of Space
National Atmospheric Research Laboratory (NARL)
Gadanki – 517 112, Chittoor Dist.,
Andhra Pradesh
Email - pdf@narl.gov.in"
IIT Jodhpur Post Doctoral Fellowships 2020,PhD degree holders,India,Always Open,"INR 40,000 pm, HRA and contingency grant of INR 1,00,000 pa","Indian Institute of Technology (IIT), Jodhpur invites applications for IIT Jodhpur Post Doctoral Fellowships 2020 from PhD degree holders below 35 years of age. The selected fellows will receive a fellowship amount of INR 40,000 per month, a contingency grant of INR 1,00,000 per annum and other several benefits.",office_recruitment@iitj.ac,Null,http://iitj.ac.in/PDFs/index.php?id=pdf_positions,monetary,"{'click here.': 'https://oa.iitj.ac.in/Advertisement/Advertisment%20No.%2011%20-%20Post%20Doctoral%20Fellowship.pdf', 'Latest scholarship link': 'https://oa.iitj.ac.in/Advertisement/Advertisment%20No.%2011%20-%20Post%20Doctoral%20Fellowship.pdf', 'Original website': 'http://iitj.ac.in/PDFs/index.php?id=pdf_positions', 'Apply online link': 'https://oa.iitj.ac.in/OA_REC_ACADEMIC/'}","Address:
Officer In-charge (Recruitment)
Indian Institute of Technology Jodhpur
Old Residency Road, Ratanada
Jodhpur 342011, India
Phone:
(91 291) 244 9071
Email:
office_recruitment@iitj.ac."
IIT Jodhpur PhD Programme Assistantship 2020,PhD students,India,Always Open,"Up to INR 28,000 per month","IIT Jodhpur invites applications for IIT Jodhpur PhD Programme Assistantship 2020 from candidates enrolling in a PhD programme. The selected fellows will receive an assistantship of up to INR 28,000 per month.",office_academics@iitj.ac.in,Null,http://iitj.ac.in/,monetary,"{'click here.': 'http://iitj.ac.in/admission/phd.php?id=eligibility', 'Others': 'http://iitj.ac.in/admission/phd.php?id=assistantship', 'Apply online link': 'https://oa.iitj.ac.in/OA_PG_ADMISSION/', 'Latest scholarship link': 'http://iitj.ac.in/academics/index.php?id=acad_program&&prog=51', 'Original website': 'http://iitj.ac.in/'}","Address:
Officer-In-Charge
Office of Academics
Indian Institute of Technology Jodhpur
NH 65 Nagaur Road
Karwar 342037
Jodhpur District
Email:
office_academics@iitj.ac.in
Phone:
(0291) 280113"
IIT Bhubaneswar Post Doctoral Fellowship Programme 2020,PhD degree holders,India,Always Open,"INR 45,000 to INR 55,000 per month plus HRA","The Indian Institute of Technology, Bhubaneswar is inviting applications for IIT Bhubaneswar Post Doctoral Fellowship Programme 2020 from PhD degree holders below 35 years of age. The fellows will be required to participate in the teaching and research activities of the Institute including mentoring young undergraduates and post-graduate students. The selected fellows will receive a fellowship of  INR 45,000 to INR 55,000 per month plus HRA (depending upon the experience and qualification).",ar.acad@iitbbs.ac.in,0674-7134578,http://webapps.iitbbs.ac.in/pdf-application/pdf-registration.php,monetary,"{'click here': 'http://webapps.iitbbs.ac.in/pdf-application/index.php', 'Apply online link': 'http://webapps.iitbbs.ac.in/pdf-application/pdf-registration.php', 'Latest scholarship link': 'http://webapps.iitbbs.ac.in/pdf-application/index.php', 'Others': 'http://webapps.iitbbs.ac.in/pdf-application/pdf-usefull-info-01.pdf'}","Assistant Registrar (Academic Affairs)
Indian Institute of Technology Bhubaneswar
Argul, Khordha-752050, ODISHA
E-mail id – ar.acad@iitbbs.ac.in
Contact No. – 0674-7134578"
The UGC-BSR Faculty Fellowship 2020,Teachers in Science and Technology,India,Always Open,"INR 50,000 per month and a research grant of INR 5 lakh per annum","University Grants Commission Basic Scientific Research (UGC-BSR) invites applications for The UGC-BSR Faculty Fellowship 2020 from talented teachers in Science and Technology who are at the verge of superannuation to continue their productive research for an additional period of three years after superannuation. The selected candidates will receive INR 50,000 per month and a research grant of INR 5,00,000 per annum (on yearly basis).",nc.ugcfrps@uohyd.ac.in,Null,http://ugcfrps.ac.in/uohyd/,monetary,"{'click here': 'https://www.ugc.ac.in/pdfnews/4188867_BSR-Faculty-Fellowship-revised-guidelines.pdf', 'Original website': 'http://ugcfrps.ac.in/uohyd/', 'Latest scholarship link': 'https://www.ugc.ac.in/pdfnews/4188867_BSR-Faculty-Fellowship-revised-guidelines.pdf', 'Apply online link': 'http://ugcfrps.ac.in/uohyd/the-ugc-bsr-faculty-fellowship/'}","National Coordinator
Faculty Research Promotion Schemes
School of Chemistry
University of Hyderabad
Hyderabad - 500046.
Email: nc.ugcfrps@uohyd.ac.in"
ILBS-TATA Fellowship 2020,"Eminent clinicians, basic scientists and young researchers",India,Always Open,Monthly remuneration and other benefits,The Insitute of Liver and Biliary Sciences (ILBS) with the funding from Tata Education and Development Trust is offeringILBS-TATA Fellowship 2020 to eminent clinicians and basic scientists from around the world as well as young researchers working in the field of regenerative medicine. The fellowship offers two senior and three junior positions for a duration of 3-12 months. The fellowship recipients can avail monthly remuneration and other benefits.,tatafellowship@ilbs.in,Null,https://www.ilbs.in/,other,"{'click here': 'https://www.ilbs.in/?page=content&itemid=401', 'Original website': 'https://www.ilbs.in/', 'Apply online link': 'https://www.ilbs.in/?page=content&itemid=401'}","Email: tatafellowship@ilbs.in
Phone no - 46300000"
IIT Kharagpur Post Doctoral Fellowships 2020,PhD degree holders,India,Always Open,Variable awards,"Indian Institute of Technology Kharagpur invites applications for IIT Kharagpur Post Doctoral Fellowships 2020 from PhD degree holders. The fellowship is being offered with a view to providing an opportunity for competent researchers to do independent research work in an advanced area of science and technology. The selected fellows will receive a monthly fellowship and a contingency grant of INR 25,000 per annum.",asregpgr@adm.iitkgp.ac.in,+91-3222-255221,https://erp.iitkgp.ac.in/PDFApplications/Login.jsp,other,"{'click here': 'http://www.iitkgp.ac.in/academics-post-doc-fellowships', 'Latest scholarship link': 'http://www.iitkgp.ac.in/academics-post-doc-fellowships', 'Apply online link': 'https://erp.iitkgp.ac.in/PDFApplications/Login.jsp'}","ASSISTANT REGISTRAR (PGS&R)
Indian Institute of Technology, Kharagpur
Kharagpur - 721302
West Bengal
Email :
asregpgr@adm.iitkgp.ac.in
Phone: +91-3222-255221"
IIT Bombay Institute Post-Doctoral Fellowship 2020,PhD degree holders and research scholars,India,Always Open,"Up to INR 71,000 per month and other benefits","Indian Institute of Technology, Bombay invites applications for Institute Post-Doctoral Fellowship 2020 from PhD degree holders and research scholars. The fellowships are available in various academic departments, centres, schools and inter-disciplinary programs. The fellows selected for the position can avail a monthly stipend of up toINR 71,000 per month.",dean.fa@iitb.ac.in,Null,http://www.iitb.ac.in/en,monetary,"{'click here': 'http://www.iitb.ac.in/en/careers/institute-post-doctoral-fellows', 'Others': 'http://www.iitb.ac.in/sites/default/files/Rolling%20Advt%20D-26%20faculty%20Recruitment.pdf', 'Latest scholarship link': 'http://www.iitb.ac.in/en/careers/institute-post-doctoral-fellows', 'Original website': 'http://www.iitb.ac.in/en', 'Apply online link': 'http://www.iitb.ac.in/en/careers/application-forms-faculty-positions-and-post-docs'}","IIT Bombay, Powai, Mumbai 400076
Maharashtra, India
Phone: +91 (22) 2576 7009
Fax:+91 (22) 2572 3546
Email:
dean.fa@iitb.ac.in
,
dean.fa.office@iitb.ac.in"
Institute for Social and Economic Change SRTT Visiting Fellowship 2020,Research scholars,India,Always Open,Variable awards,"Institute for Social and Economic Change, Bangalore in association with Sir Ratan Tata Trustinvites applications for SRTT Visiting Fellowship 2020 from research scholars. Proposals will be accepted from scholars who wish to undertake research studies at the Institute for a period not exceeding 3 months, in the field of social sciences. The Institute will try to protect their actual salary and reimburse their travel costs twice from their place of residence to Bangalore and back.",registrar@isec.ac.in,Null,http://www.isec.ac.in/isec1.htm,other,"{'click here': 'http://www.isec.ac.in/srtt-fellowships.htm', 'Latest scholarship link': 'http://www.isec.ac.in/srtt-fellowships.htm', 'Apply online link': 'http://www.isec.ac.in/SRTT-application-2010.pdf', 'Original website': 'http://www.isec.ac.in/isec1.htm'}","Institute for Social and Economic Change
Dr. VKRV Rao Road
Nagarabhavi
Bangalore 560072
Mail -
registrar@isec.ac.in
."
Indian Council of Medical Research Emeritius Scientist Scheme 2020,Scientists,India,Always Open,"INR 60,000 per month and other benefits","Indian Council of Medical Research (ICMR) invites applications forIndian Council of Medical Research Emeritus Scientist Scheme 2020 from scientists who have retired or about to retire. The selected scientists will receive an honorarium of INR 60,000 in addition to pension/provident fund, and a contingency grant of up to INR 1,00,000 per annum.",icmrhqds@sansad.nic.in,011 2658 8895,https://main.icmr.nic.in/,monetary,"{'click here': 'https://main.icmr.nic.in/content/icmr-emeritus-scientist', 'Original website': 'https://main.icmr.nic.in/', 'Apply online link': 'https://main.icmr.nic.in/sites/default/files/upload_documents/EMS_Application_Form.pdf', 'Latest scholarship link': 'https://main.icmr.nic.in/content/icmr-emeritus-scientist'}","Indian Council of Medical Research (ICMR)
V. Ramalingaswami Bhawan,
Ansari Nagar, New Delhi, Delhi 110029
Phone: 011 2658 8895
Email: icmrhqds@sansad.nic.in"
Tel Aviv University Postdoctoral Fellowship 2019-20,Ph.D and Post-Doctoral scholars,Israel,Always Open,"USD 8,500 per annum and other benefits","Tel Aviv University is providing an opportunity to master's students from across the world to become a part of a multi-diverse research community while availing scholarship benefits, at its international campus in Israel. The Doctoral and Post-Doctoral programs at the Tel Aviv University provide students with a chance to attain their international research degree in English language and join the next generation of academic researchers and teachers. Along with a unique cultural, financial and technological exposure, the university is offering reduced tuition fee or financial assistance for international students. Indian students can avail the TATA TRUSTS -TAU Scholarship to get these benefits.",gilah@tauex.tau.ac.il,+972-3-6404543,https://international.tau.ac.il/Doctoral_Programs,monetary,"{'Apply online link': 'http://bit.ly/2SQa1RC', 'Original website': 'https://international.tau.ac.il/Doctoral_Programs'}","Gila Holtzman
Tel Aviv University, Israel
Phone: +972-3-6404543
​Email: gilah@tauex.tau.ac.il / tauasia@tauex.tau.ac.il"
IIT Delhi Post Doctoral Fellowships 2020,PhD degree holders,India,Always Open,"INR 60,000 per month","Indian Institute of Technology Delhi invites applications for IIT Delhi Post Doctoral Fellowships 2020 from PhD degree holders. The fellowship is meant for Indian Nationals, Persons of Indian Origin (PIOs) and Overseas Citizens of India (OCIs) in the various Departments/Centres/Schools. The selected fellows will receive a consolidated fellowship ofINR 50,000 per month.",ar_e1@admin.iitd.ac.in,+91-11-26591716,http://www.iitd.ac.in/,monetary,"{'click here': 'http://www.iitd.ac.in/sites/default/files/jobs/faculty/advt-EST-I-012014.pdf', 'Original website': 'http://www.iitd.ac.in/', 'Latest scholarship link': 'https://home.iitd.ac.in/jobs-iitd/index.php', 'Apply online link': 'https://home.iitd.ac.in/uploads/advt-PDF-2018.pdf'}","Assistant Registrar (E-I) IIT Delhi,
Hauz Khas,
New Delhi-110016 (INDIA)
Telephone: +91-11-26591716
Fax: +91-11-26597216
E-mail: ar_e1@admin.iitd.ac.in"
UGC Research Fellowship in Science 2020,Sciences for meritorious students,India,Always Open,"INR 8,000 per month and contingency grant of INR 6,000 pa","University Grants Commission (UGC) invites applications for UGC Research Fellowship in Science 2020 from students registered in PhD in Science subjects at universities with Potential for Excellence/Centres with Potential for Excellence/Centres of Advance Studies and Department of Special Assistance identified by UGC. Selected fellows will receive a fellowship amount of INR 8,000 per month and a contingency grant of INR 6,000 per annum.",Null,0120-6895200,https://www.ugc.ac.in/,monetary,"{'click here': 'https://www.ugc.ac.in/oldpdf/xiplanpdf/meritorious%20students.pdf', 'Original website': 'https://www.ugc.ac.in/', 'Apply online link': 'https://www.ugc.ac.in/oldpdf/xiplanpdf/meritorious%20students.pdf'}","Bahadur Shah Zafar Marg
ITO Metro Gate Number 3
Road, New Delhi, Delhi 110002
Phone: 0120-6895200"
SERB Research Scientists Scheme 2020,INSPIRE faculty and Ramanujan fellows,India,Always Open,"INR 1,20,000 per month and other benefits","Science and Engineering Research Board (SERB) invites nominations for the SERB Research Scientists Scheme 2020 from INSPIRE Faculty and Ramanujan Fellows. This scheme offer opportunities for young scientists to initiate and sustain research careers in various fields of science and engineering. These schemes do not offer an extension of the fellowship after completion of five years. The selected candidates will be entitled to receive a consolidated emolument of INR 1,20,000 per month and other benefits.",info@serbonline.in,Null,http://www.serb.gov.in/home.php,monetary,"{'Click here': 'http://www.serb.gov.in/srs.php', 'Original website': 'http://www.serb.gov.in/home.php', 'Apply online link': 'http://www.serb.gov.in/srs.php'}","Science and Engineering Research Board (SERB)
5 & 5A, Lower Ground Floor,
Vasant Square Mall,
Sector-B, Pocket-5, Vasant Kunj,
New Delhi- 110 070
Contact no.: 011–40000310
Email Id: info@serbonline.in"
CSIR Nehru Science Postdoctoral Research Fellowship 2020,PhD degree holders,India,Always Open,"INR 65,000 per month and other benefits","Council of Scientific and Industrial Research (CSIR) is inviting applications from CSIR Nehru Science Postdoctoral Research Fellowship 2020 from PhD degree holders below 32 years of age. The fellowship aims to identify promising young researchers with innovative ideas and provide them with training and research opportunities in niche area of basic science, engineering, agriculture and medicine. The selected fellows will be paid a consolidated fellowship of INR 65,000 per month, House Rent Allowance (HRA) as admissible and a contingency grant of INR 3 Lakh per annum.",itweb@csir.res.in,Null,http://www.csirhrdg.res.in/,monetary,"{'click here': 'https://csirhrdg.res.in/Home/Index/1/Default/972/55', 'Apply online link': 'https://csirhrdg.res.in/Home/Index/1/Default/972/55', 'Original website': 'http://www.csirhrdg.res.in/'}","CSIR-Human Resource Development Group
CSIR Complex, Library Avenue
Pusa, New Delhi-110012
New Delhi-110067, India
Email: itweb@csir.res.in"
Visiting Advanced Joint Research Faculty Scheme (VAJRA) 2020,Overseas scientists or faculty,India,Always Open,"Up to USD 15,000 per month","Science and Engineering Research Board (SERB) invites applications for Visiting Advanced Joint Research Faculty Scheme (VAJRA) 2020 from overseas scientists, faculty and active researchers. The key objective of this faculty scheme is to bring a strong international connect to the R&D ecosystem of India. Selected candidates will receive USD 15,000 in the first month of residence and USD 10,000 in each of the subsequent months.",response@serb.gov.in,Null,https://www.serbonline.in/SERB/HomePage,monetary,"{'Original website': 'https://www.serbonline.in/SERB/HomePage', 'Apply online link': 'https://www.serbonline.in/SERB/Registration', 'Latest scholarship link': 'https://www.serbonline.in/SERB/vajra'}","Science and Engineering Research Board (SERB)
5 & 5A, Lower Ground Floor,
Vasant Square Mall,
Sector-B, Pocket-5, Vasant Kunj,
New Delhi - 110 070
Phone: 011–40000398
Email: response@serb.gov.in"
Post Doctoral Fellowships at IIT Palakkad 2020,Doctoral degree holders and PhD students,India,Always Open,"Up to INR 55,000 per month and other benefits","Indian Institute of Technology, Palakkad invites applications for Post Doctoral Fellowships at IIT Palakkad 2020 from doctoral degree holders and PhD students who have submitted their thesis. Selected fellows will get fellowship amount of up to INR 55,000 per month and several other benefits.",netadmin@iitpkd.ac.in,04923 226 577,https://iitpkd.ac.in,monetary,"{'Apply online link': 'https://iitpkd.ac.in/post-doctoral-fellowships-iit-palakkad', 'Original website': 'https://iitpkd.ac.in', 'Latest scholarship link': 'https://iitpkd.ac.in/sites/default/files/research/Postdoctoralfellow-Guidelines.pdf'}","Indian Institute of Technology Palakkad
Ahalia Integrated Campus
Kozhippara P. O - Palakkad
Kerala, Pin: 678557
Phone: 04923 226 577
Email: netadmin@iitpkd.ac.in"
Physical Research Laboratory Post-Doctoral Fellowship 2020,PhD candidates,India,Always Open,"Up to INR 54,000 per month","The Physical Research Laboratoryinvites applications for the Physical Research Laboratory Post-Doctoral Fellowship 2020 from PhD candidates. The aim of this fellowship is to promote post-doctoral research in areas of laboratory. Selected fellows will get up to INR 54,000 per month and other benefits.",pdf@prl.res.in,+91-79-26314 000,https://www.prl.res.in/prl-eng/home,monetary,"{'Original website': 'https://www.prl.res.in/prl-eng/home', 'Apply online link': 'https://www.prl.res.in/prl-eng/pdf'}","Physical Research Laboratory
Navrangpura,
Ahmedabad - 380 009, India
Phone: +91-79-26314 000
Email:
pdf@prl.res.in"
IITDM Kancheepuram Postdoctoral Research Fellowships 2020,PhD degree holders,India,Always Open,Variable awards,"Indian Institute Information Technology, Design, and Manufacturing, Kancheepuram invites applications from PhD degree holders for IITDM Kancheepuram Postdoctoral Research Fellowships 2020. The aim of this fellowship is to support the researchers in undertaking independent research work in advanced areas of engineering and technology. Selected scholars will get INR 50,000 per month for the first year and INR 55,000 for the second year, and conference travel and a contingency grant of INR 1,00,000 per year.",dean-ac@iiitdm.ac.in,Null,http://www.iiitdm.ac.in/,other,"{'Original website': 'http://www.iiitdm.ac.in/', 'Apply online link': 'http://iiitdm.ac.in/img/Others/Rolling_Advt_PostDoc.pdf'}","Dr. Binsu J Kailath
Dean Academics
Indian Institute of Information Technology Design and Manufacturing
Melakottaiyur, Off Vandalur- Kelambakkam Road
Chennai – 600127
Email:
dean-ac@iiitdm.ac.in"
University of Melbourne Science Graduate International Scholarship 2020,Science graduate students,Australia,Always Open,"Up to AUD 10,000","University of Melbourne, Australia invites applications for University of Melbourne Science Graduate International Scholarship 2020 from graduate students at the University. The scholarship aims to support high-achieving international students undertaking graduate study at the University of Melbourne. Selected students will get tuition fee remission of AUD 10,000.",scifuture-students@unimelb.edu.au,Null,https://unimelb.edu.au/,other,"{'Original website': 'https://unimelb.edu.au/', 'Apply online link': 'https://scholarships.unimelb.edu.au/awards/science-graduate-scholarships-international'}","The University of Melbourne
Victoria 3010
Phone: +(61 3) 9035 5511
Email:
scifuture-students@unimelb.edu.au"
Monash College India-Monash Business School Undergraduate Scholarship,Undergraduate students,Australia,Always Open,"AUD 10,000 per annum","Monash University, Australia invites applications for Monash College India-Monash Business School Undergraduate Scholarship 2020 from bachelor's degree applicants. The scholarship aims to support the study of students who have completed the Monash College International Pathway India Program and are commencing a bachelor's degree in MBUS at an Australian campus. Selected students will receive AUD 10,000 per annum for two years.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-college-india-monash-business-school-undergraduate-scholarship?international=true', 'Original website': 'https://www.monash.edu/'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email:
media@monash.edu"
Monash University Maria Athanassenas Honours Scholarship 2020,Science honours degree applicants,Australia,Always Open,"AUD 3,000","Monash University, Australia invites applications for Monash University Maria Athanassenas Honours Scholarship 2020 from science honours degree applicants. The scholarship aims to support the study of students intending to enrol in a science honours degree at Monash in the area of mathematical science. Selected students will receive an award of AUD 3,000 for one year.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Original website': 'https://www.monash.edu/', 'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/maria-athanassenas-honours-5681?international=true'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email: media@monash.edu"
